NAME,REAL NAME,REGION,NATIONALITY,TEAM,AGE,WEAPON,MAJOR APPEARANCES,EARNINGS,LAST UPDATED,RAGE
Kingfisher,David Kingsford,Oceania,Australia,ORDER,16/10/1996,AK47,0,$412,09/08/2022,25
0i,Zhiwei Liu,Eastern_%26_Southern_Asia,China,Invictus Gaming,18/06/1996,AK47,0,"$40,656",09/08/2022,26
Advent,Liang Zhuo,Eastern_%26_Southern_Asia,China,Rare Atom,16/06/1992,AK47,1,"$150,373",09/08/2022,30
AE,Yú Yuè,Eastern_%26_Southern_Asia,China,Steel Helmet,19/10/1998,AWP,0,"$33,832",09/08/2022,23
Attacker,YuanZhang Sheng,Eastern_%26_Southern_Asia,China,TYLOO,07/01/1997,AK47,4,"$199,054",09/08/2022,25
AumaN,Liu Zhihong,Eastern_%26_Southern_Asia,China,Rare Atom,16/07/1994,AK47,1,"$88,749",09/08/2022,28
Ayaya,Yangyang Zheng,Eastern_%26_Southern_Asia,China,After Gaming,02/08/1998,AK47,0,"$20,778",09/08/2022,24
Ayeon,Zhe Yang,Eastern_%26_Southern_Asia,China,Invictus Gaming,15/01/1997,AK47,0,"$10,550",09/08/2022,25
B1NGO,XueBing Dai,Eastern_%26_Southern_Asia,China,Wings Up Gaming,28/11/1999,AK47,0,"$17,169",09/08/2022,22
ChildKing,Junhao Peng,Eastern_%26_Southern_Asia,China,Wings Up Gaming,11/02/2000,AK47,0,"$16,929",09/08/2022,22
ChrisMaQ,Kun Liu,Eastern_%26_Southern_Asia,China,Lynn Vision Gaming,14/07/1991,AK47,0,"$10,559",09/08/2022,31
DANK1NG,Zhenghao Lv,Eastern_%26_Southern_Asia,China,TYLOO,15/09/1999,AWP,1,"$49,622",09/08/2022,22
DD,Wu Hui,Eastern_%26_Southern_Asia,China,WDNMD,11/08/1994,AK47,1,"$228,299",09/08/2022,28
Drea3er,Zhitao Zhang,Eastern_%26_Southern_Asia,China,CatEvil,10/11/1994,AWP,0,"$28,720",09/08/2022,27
EXPRO,Heng Yang,Eastern_%26_Southern_Asia,China,Lynn Vision Gaming,12/08/1998,AK47,0,"$21,517",09/08/2022,24
Flying,Peiqi Song,Eastern_%26_Southern_Asia,China,Invictus Gaming,08/10/2001,AK47,0,"$33,567",09/08/2022,20
Fr3nk1e,Tianyi He,Eastern_%26_Southern_Asia,China,ONET4P,21/09/1999,AK47,0,"$3,850",09/08/2022,22
Franke19,Tao Deng,Eastern_%26_Southern_Asia,China,Xi'anTaiChangGui,26/10/1993,AK47,0,"$19,217",09/08/2022,28
Gas,Yi Ding,Eastern_%26_Southern_Asia,China,Wings Up Gaming,13/01/1996,AK47,0,"$18,634",09/08/2022,26
JamYoung,Yi Yang,Eastern_%26_Southern_Asia,China,Rare Atom,23/07/2001,AK47,0,"$52,639",09/08/2022,21
K4Mi,XieLin Zhu,Eastern_%26_Southern_Asia,China,Rare Atom,23/06/2001,AK47,0,$430,09/08/2022,21
Lan,Qi Liu,Eastern_%26_Southern_Asia,China,Wings Up Gaming,17/09/2001,AWP,0,"$20,326",09/08/2022,20
LOVEYY,Kunhua Bai,Eastern_%26_Southern_Asia,China,Steel Helmet,09/01/1989,AK47,1,"$106,726",09/08/2022,33
KeLeLe,YiFan Zhou,Eastern_%26_Southern_Asia,China,New Happy,21/06/1999,AK47,0,"$4,831",09/08/2022,23
Mercury,Jingxiang Wang,Eastern_%26_Southern_Asia,China,Rare Atom,15/12/2000,AK47,0,"$12,514",09/08/2022,21
Monster (Chinese player),QingYu Deng,Eastern_%26_Southern_Asia,China,After Gaming,26/02/2000,AWP,0,"$12,932",09/08/2022,22
Moseyuh,QianHao Chen,Eastern_%26_Southern_Asia,China,Rare Atom,21/12/2004,AK47,0,"$6,743",09/08/2022,17
MutaNt,ZiYang Zhang,Eastern_%26_Southern_Asia,China,CatEvil,07/12/2000,AK47,0,"$3,809",09/08/2022,21
QKA,ZhiHai Fu,Eastern_%26_Southern_Asia,China,Let's Quit,29/01/1994,AWP,0,"$29,402",09/08/2022,28
Rita,BiaoHong Huang,Eastern_%26_Southern_Asia,China,Wings Up Gaming,20/06/1988,AK47,0,"$53,394",09/08/2022,34
Roninbaby,Xu Peng,Eastern_%26_Southern_Asia,China,CatEvil,30/07/2003,AK47,0,"$8,012",09/08/2022,19
Savage (Chinese player),Bin Liu,Eastern_%26_Southern_Asia,China,Xi'anTaiChangGui,01/03/1989,AWP,0,"$142,188",09/08/2022,33
SLOWLY,Kelun Sun,Eastern_%26_Southern_Asia,China,TYLOO,23/09/2001,AK47,1,"$55,696",09/08/2022,20
Summer,YuLun Cai,Eastern_%26_Southern_Asia,China,TYLOO,16/05/1997,AK47,4,"$205,406",09/08/2022,25
Tb,BingYuan Li,Eastern_%26_Southern_Asia,China,Xi'anTaiChangGui,05/12/1990,AK47,0,"$145,807",09/08/2022,31
XiaosaGe,Peng Song,Eastern_%26_Southern_Asia,China,Steel Helmet,15/01/1990,AK47,0,"$70,955",09/08/2022,32
Z4kr,SiKe Zhang,Eastern_%26_Southern_Asia,China,Lynn Vision Gaming,14/11/2002,AWP,0,"$26,179",09/08/2022,19
Z8z,Zhenghui Liu,Eastern_%26_Southern_Asia,China,YK Gaming,04/06/1989,AK47,0,"$6,383",09/08/2022,33
ZhokiNg,Zhong Weijie,Eastern_%26_Southern_Asia,China,YK Gaming,07/12/1993,AK47,1,"$145,352",09/08/2022,28
XigN,Lee Hyun-pyo,Eastern_%26_Southern_Asia,South Korea,Team NKT,26/03/1997,AK47,0,"$92,979",09/08/2022,25
Annihilation,Tuvshintugs Nyamdorj,Eastern_%26_Southern_Asia,Mongolia,IHC Esports,25/01/2000,AWP,0,"$15,197",09/08/2022,22
Bart4k,Baatarkhuu Batbold,Eastern_%26_Southern_Asia,Mongolia,IHC Esports,29/05/2004,AK47,0,"$13,501",09/08/2022,18
BLitz,Garidmagnai Byambasuren,Eastern_%26_Southern_Asia,Mongolia,IHC Esports,26/06/2001,AWP,1,"$19,546",09/08/2022,21
Dobu,Gan-Erdene Batbold,Eastern_%26_Southern_Asia,Mongolia,Team NKT,13/03/1999,AK47,0,"$62,616",09/08/2022,23
ErkaSt,Erdenetsogt Gantulga,Eastern_%26_Southern_Asia,Mongolia,Team NKT,19/03/1995,AK47,2,"$67,321",09/08/2022,27
Hasteka,Chinguun Bayarmaa,Eastern_%26_Southern_Asia,Mongolia,D13,19/07/1998,AK47,0,"$9,375",09/08/2022,24
Kabal,Bat-Enkh Batbayar,Eastern_%26_Southern_Asia,Mongolia,IHC Esports,01/06/1995,AK47,1,"$66,843",09/08/2022,27
Kaz,Bilguunbat Enkhbayar,Eastern_%26_Southern_Asia,Mongolia,IHC Esports,05/02/1997,AK47,0,"$6,710",09/08/2022,25
MagnumZ,Telmen Khurelkhuu,Eastern_%26_Southern_Asia,Mongolia,Aravt,24/04/2001,AWP,0,"$3,590",09/08/2022,21
NEUZ,Uuganbayar Nyam-Otgon,Eastern_%26_Southern_Asia,Mongolia,Team Renewal,12/10/1999,AK47,0,"$14,002",09/08/2022,22
Nin9,Yesuntumur Gantulga,Eastern_%26_Southern_Asia,Mongolia,Team NKT,03/04/1998,AWP,1,"$35,701",09/08/2022,24
Rate,Tengis Boldbaatar,Eastern_%26_Southern_Asia,Mongolia,The Shine,02/10/2002,AK47,0,"$23,312",09/08/2022,19
ROUX,Undrakhbayar Zolbayar,Eastern_%26_Southern_Asia,Mongolia,Team Renewal,26/05/2000,AK47,0,"$5,327",09/08/2022,22
Senzu,Munkhbold Azbayar,Eastern_%26_Southern_Asia,Mongolia,The MongolZ,11/08/2006,AK47,0,"$3,539",09/08/2022,16
Shinobi (Mongolian player),Telmen Batzorig,Eastern_%26_Southern_Asia,Mongolia,Aravt,05/03/1994,AK47,0,"$15,445",09/08/2022,28
Sk0R,Tengis Batjargal,Eastern_%26_Southern_Asia,Mongolia,IHC Esports,12/05/2002,AK47,1,"$20,987",09/08/2022,20
Tamir,Munkhtamir Ganbaatar,Eastern_%26_Southern_Asia,Mongolia,Aravt,11/03/1994,AK47,0,"$17,159",09/08/2022,28
Techno4K,Sodbayar Munkhbold,Eastern_%26_Southern_Asia,Mongolia,IHC Esports,20/05/2005,AK47,1,"$18,217",09/08/2022,17
YAmi,Yalalt Oyunbileg,Eastern_%26_Southern_Asia,Mongolia,The MongolZ,03/02/2005,AK47,0,"$4,178",09/08/2022,17
Momo,Khizar Rehman,Eastern_%26_Southern_Asia,Pakistan,Vendetta,20/05/2002,AK47,0,"$2,920",09/08/2022,20
Pluto,Saad Siraj,Eastern_%26_Southern_Asia,Pakistan,Vendetta,06/01/1997,AK47,0,"$2,930",09/08/2022,25
Kntz,Krit Chaiprasit,Eastern_%26_Southern_Asia,Thailand,Team NKT,29/08/1997,AK47,0,"$32,845",09/08/2022,24
MYM (Thai player),Piyangoon Kitisin,Eastern_%26_Southern_Asia,Thailand,Team NKT,05/02/1994,AK47,0,$630,09/08/2022,28
ImpressioN,Anthony Lim Ying Jun,Eastern_%26_Southern_Asia,Singapore,JiJieHao,10/02/1996,AK47,0,"$52,881",09/08/2022,26
BnTeT,Hansel Ferdinand,Eastern_%26_Southern_Asia,Indonesia,TYLOO,28/08/1995,AK47,3,"$182,105",09/08/2022,26
Xccurate,Kevin Susanto,Eastern_%26_Southern_Asia,Indonesia,Team NKT,18/02/1998,AWP,2,"$91,222",09/08/2022,24
Cara,Iman Jeffery,Eastern_%26_Southern_Asia,Malaysia,ARTiSAN Esports,23/02/1999,AWP,0,"$6,770",09/08/2022,23
